customer_id,full_name,ssn,email,account_number,account_balance,credit_score,has_defaulted
CUST_001037,Charles Smith,424752124,imurphy@example.com,PNIQ78496224945104,50243.21,705.0,0
CUST_001038,Shawn Delacruz,075-17-9430,turnermisty@example.net,DEVB62767293509793,29747.13,404.0,0
CUST_001039,Doris Rios,470-04-3336,debramoreno@example.org,LAFE34778045797251,14531.02,505.0,0
CUST_001040,Craig Mccoy,688-18-8524,hgonzalez@example.org,JORV23372094516767,54252.64,585.0,0
CUST_001041,Jane Arroyo,522-22-8852,vjimenez@example.net,EZEA08484264833367,59974.31,709.0,0
CUST_001042,Amber Camacho,150-34-6056,odonnellsarah@example.com,CWGM05494692085649,38111.8,450.0,0
CUST_001043,Nicole Moss,293-33-1117,campbelljoseph@example.org,BUAC15461758080388,46942.01,437.0,0
CUST_001044,Anthony Williams,655-02-1690,ublack@example.com,LMMQ51353814837475,1519.54,483.0,0
CUST_001045,Christina Miles,447-12-1749,zachary66@example.net,JODP78401902716988,6773.19,378.0,0
CUST_001046,Sharon Cook,550-27-6143,jonathanschneider@example.org,NDCS97675983326170,21664.0,809.0,0
CUST_001047,Matthew Davis,796-90-7897,anita15@example.net,SLNK72853533998242,40769.81,332.0,1
CUST_001048,Jessica Castro,663-29-4179,,INNR79303028532727,63892.01,753.0,0
CUST_001049,Pamela Walker,886-92-2735,eleon@example.com,KEQL46130873089720,22379.87,468.0,0
CUST_001050,Brianna Williams,145-92-4566,jamesleonard@example.com,XYDD84252786309007,7758.34,802.0,0
CUST_001051,Raymond Powell,467-53-4850,lawsonjennifer@example.com,GVBL77719619971659,64003.54,818.0,0
CUST_001052,Michael Martinez,091-75-1245,,QHGJ40095224265379,50574.83,591.0,0
CUST_001053,Michael Blankenship,430-02-0504,taylormichael@example.net,ALWJ73601579115010,25840.2,327.0,0
CUST_001054,Lindsay Rodriguez,585-52-7734,meyerspatrick@example.net,WGVI75978335488357,74391.89,721.0,0
CUST_001055,Joshua Baker,607-22-8161,kellywilliams@example.org,QNUM43203172665282,44236.14,367.0,0
CUST_001056,Diana Holloway,508-15-6565,jessicakoch@example.net,WXVV20860146051908,2322.01,732.0,0
CUST_001057,Andrea Ramos,117-94-0059,melissa80@example.org,XGHK63693010009089,43893.19,624.0,0
CUST_001058,Brandon Townsend,404-22-8746,huntlisa@example.org,QUHK41589290930437,7054.28,510.0,0
CUST_001059,Melanie Arroyo,691-95-4007,atkinsryan@example.org,EVUN81594747053110,45919.5,672.0,1
CUST_001060,Nina Garcia,832-63-6999,gvaughn@example.net,TOTQ42189142693765,5186.75,848.0,0
CUST_001061,Carolyn Moore,436-56-7127,srobertson@example.net,PPME88363688501627,60247.53,394.0,0
CUST_001062,Kevin Stokes,580-69-1740,marcusdean@example.com,ASWW37616522898907,42265.34,843.0,0
CUST_001063,Teresa Carter,792-57-1792,jrivera@example.net,OENK97640838580501,22289.45,607.0,0
CUST_001064,Matthew Ayala,005-92-9888,josewheeler@example.net,GSCE95651887114860,46684.77,764.0,0
CUST_001065,Amy Hunter,856-81-0592,khill@example.org,FQOR75703029301125,38474.92,491.0,0
CUST_001066,Alexis Farley,655-26-0325,lisafloyd@example.com,MVUT52223369318062,34780.8,845.0,0
CUST_001067,Tonya Richardson,418878128,brandon68@example.com,UWNE49753740571446,54359.44,361.0,0
CUST_001068,Kayla Wade,894-35-8302,kristinhoffman@example.org,ZGLU44534514668865,51240.65,607.0,0
CUST_001069,Joseph Smith,521-78-4764,erikstephenson@example.com,VLUR62673664853207,47361.53,722.0,0
CUST_001070,Nathan Carlson,545-35-6569,amartin@example.org,YZTR34436958050450,17327.8,544.0,0
CUST_001071,Timothy Brown,142-43-9161,daniel02@example.net,OGIF93907737295450,34544.06,746.0,0
CUST_001072,Melissa Cohen,845-29-8053,jacob11@example.org,WUAJ50281435312794,1700.21,584.0,0
CUST_001073,Anthony Cox,229-68-3153,michael51@example.com,HVLS04265274286625,36181.07,320.0,0
CUST_001074,Tammy Butler,486-24-8910,perryjames@example.com,UYNB91935117455537,4300.42,716.0,1
CUST_001075,Kayla Bowers,453512618,lawrencesarah@example.com,IMDE15756264126084,62905.69,443.0,0
CUST_001076,Michelle Underwood,553192049,ralexander@example.org,SHCT63039951670450,49648.39,837.0,0
CUST_001077,Dana Evans,048-87-2372,kristenyoung@example.org,FYGI38880485142025,60404.89,637.0,0
CUST_001078,Cheyenne Miller,872-91-3328,john95@example.org,IEPL57672991154904,70130.26,523.0,0
CUST_001079,Steven Choi,829-09-7405,meredithhicks@example.com,ZCBV29771150629179,18700.1,357.0,0
CUST_001080,Jessica Shelton,446-62-1867,howardannette@example.net,EVTC08739221983691,31495.49,552.0,1
CUST_001081,Ricardo Bennett,827-67-3999,cpeters@example.org,OPAO45991530445002,53533.18,615.0,0
CUST_001082,Rachel Nelson,702-89-7525,kenneth18@example.net,XJUL02958676030409,49497.87,355.0,0
CUST_001083,David Brooks,103-70-5088,eduardogarcia@example.net,XEHZ68810138272105,22849.77,671.0,1
CUST_001084,Megan Frazier,665-90-7847,joannaburke@example.com,VRFL32083168163603,32901.41,308.0,1
CUST_001085,Susan Bryant,445-31-4408,monica08@example.net,XQSW47672000521410,6313.9,541.0,0
CUST_001086,John Jensen,353-44-6382,greeneshawn@example.com,KDFG70851191944545,23447.42,716.0,0
CUST_001087,Jessica Robinson,026-48-5955,gclark@example.org,CHOO18862639561266,36622.74,722.0,1
CUST_001088,Nicholas Smith,697-15-1174,gbutler@example.net,RQPX40223461446627,7079.87,464.0,0
CUST_001089,Ryan Price,387-69-9264,,JFUV15248319686364,60913.82,634.0,0
CUST_001090,Nicole Thomas,724-77-1862,timothybrown@example.com,GMRR30048379363159,47076.8,439.0,0
CUST_001091,Caleb Lee,090-69-1872,xhorton@example.com,THIC04062911872282,7867.53,555.0,0
CUST_001092,Timothy Taylor,503-16-1809,amy65@example.com,UBPK78984974997990,63445.51,720.0,0
CUST_001093,Brandon Carlson,376467351,juliemullins@example.org,LQXD89810617356316,19181.33,635.0,0
CUST_001094,William Jackson,049-15-3395,,NTJT63788119389990,65667.45,529.0,0
CUST_001095,Nicole Williams,706780923,thomasmartin@example.com,LGZV21633613179854,16767.4,391.0,1
CUST_001096,Brittany Bartlett,796441735,estokes@example.net,XJLQ58356399812743,29778.14,739.0,0
CUST_001097,Kyle Howard,101-27-9091,lucas15@example.com,WXFK81476212360186,42326.84,314.0,0
CUST_001098,Brandy Ramirez,747-05-9215,jacquelinemurray@example.net,GYBT30796859096459,50357.56,421.0,0
CUST_001099,Chad Mendoza,232-91-4813,mccarthyhenry@example.org,YGKU16681133973670,19598.31,806.0,0
CUST_001100,Joshua Banks,318-38-4399,kennethstanton@example.com,UFUF41983063236540,61718.71,493.0,0
CUST_001101,Veronica Butler,281-02-9437,dakota75@example.org,EVVA24350947651186,19265.86,761.0,1
CUST_001102,Billy Winters,799-10-0446,lucasflores@example.com,TRTW13705424519082,279.18,436.0,0
CUST_001103,David Reyes,583331522,weberamber@example.org,FXSS20237666969229,28453.91,733.0,0
CUST_001104,Robert Craig,552-78-3770,jonathankennedy@example.org,TVAT34242406628346,24631.12,540.0,0
CUST_001105,Kristen Cooper,461-35-3346,lori09@example.com,XQMN94086542438269,60069.76,346.0,0
CUST_001106,Kyle Franco,482-52-5377,greendavid@example.net,FYRU89594703969645,50180.28,435.0,1
CUST_001107,Jessica Cole,552-79-9493,stephen61@example.com,QGAB99542887344966,37532.88,647.0,0
CUST_001108,John Howard,443-94-5338,delgadochase@example.net,WUAN90149711038471,10205.58,419.0,0
CUST_001109,Alicia Bray,285-42-0273,kimberly69@example.org,QNAV16744923435969,20715.55,669.0,1
CUST_001110,Sarah Rivera,883-88-3944,monica76@example.net,PKJB24286178925714,56998.08,570.0,0
CUST_001111,Connie Cortez,087-03-1302,scottlane@example.net,FYMJ81638493680635,36591.25,454.0,0
CUST_001112,Jason Williams,199-96-6922,,KCZT30485277586703,13763.46,355.0,0
CUST_001113,Miguel Newton,049-58-3602,blackwellkevin@example.com,UTIM89633181233576,32450.45,806.0,0
CUST_001114,Deborah Simpson,792484467,debra48@example.net,OONF62636785089897,36720.64,451.0,0
CUST_001115,Chris Mullen,492-54-7656,christopher97@example.com,KESL37740376768740,12206.27,820.0,0
CUST_001116,Howard Hunter,248964760,matthew85@example.net,GJCC57330990009406,74849.34,304.0,0
CUST_001117,Noah Briggs,599-97-5926,,VNLH52326600047091,57503.13,396.0,1
CUST_001118,Nicholas Ruiz,436-12-8368,qdixon@example.org,YTQS96511815837466,29259.82,408.0,0
CUST_001119,Alice May,070-36-2689,heathersmith@example.org,IXOX96668290525659,49295.22,764.0,0
CUST_001120,Austin Liu,545-50-6162,parkerkyle@example.org,SWFP64054739862214,2810.45,763.0,0
CUST_001121,Brian Conrad,765-87-2728,kristacastillo@example.org,GRSC47852474420359,42471.46,516.0,0
CUST_001122,Henry Brooks,274-54-5215,baileystephanie@example.net,LCRX66477413135183,55656.9,690.0,0
CUST_001123,Tricia Spencer,385-43-5915,bennettmichael@example.net,YRLU21789559909841,29618.25,321.0,0
CUST_001124,Chelsea Martinez,622-23-5108,curtisfranklin@example.com,FGRG19348918003814,56318.17,457.0,0
CUST_001125,Anita Wright,341835839,james01@example.com,SOXH09121852734114,22912.65,434.0,0
CUST_001126,Randy Flores,417-95-7081,karatorres@example.com,HBGB44077811096598,33130.9,697.0,0
CUST_001127,Taylor Lowery,823-14-0376,sbonilla@example.net,DZRX29912699452064,60730.07,490.0,0
CUST_001128,Tammy Hernandez,086-82-8180,sarah62@example.net,MUMW91008224216826,34496.13,529.0,0
CUST_001129,Robert Schultz,649-46-8066,kathleenarnold@example.com,ZMTS62083479100593,48365.52,385.0,0
CUST_001130,Brianna Bailey,303-43-3052,riverawendy@example.net,BWGF20074859724387,10719.79,430.0,0
CUST_001131,Stacey Baker,824-52-9945,bobby90@example.com,AWEU86060480224065,42424.44,378.0,1
CUST_001132,Justin Schmidt,523576241,ronald99@example.org,CUQX98566430165562,34581.57,559.0,0
CUST_001133,Destiny Mullins,082979461,lewisallen@example.com,CGMV06229011386047,55408.97,773.0,0
CUST_001134,Justin Williams,371-30-5041,panderson@example.net,DYXX48953829441914,65695.03,604.0,0
CUST_001135,Mark Goodman,424436226,brittanyjackson@example.net,LCXN73095326708488,60491.47,649.0,1
CUST_001136,Kayla Simmons,745396921,oknox@example.com,VRVF28280183235306,55900.71,565.0,0
CUST_001137,Mark Miller,490-42-5647,carol28@example.net,QATM45837449597521,8309.21,475.0,0
CUST_001138,Jessica Cook,275-79-6657,kristin15@example.net,TPIR74114862675119,55690.64,798.0,0
CUST_001139,Jennifer Lee,039115363,jpearson@example.org,NJDT67896300935820,72217.19,704.0,0
CUST_001140,Michael Friedman,824-82-8293,hilllaura@example.org,IEEQ48349276680984,61105.6,492.0,0
CUST_001141,Alan Sanchez,158-51-0671,rwashington@example.net,JRAC53735866715544,32402.03,495.0,0
CUST_001142,Hannah Wallace,642882516,joann21@example.com,MUWE72053649911928,8292.64,456.0,0
CUST_001143,Daniel Lawson,408628389,keith60@example.com,KXZU38307755821262,33438.48,548.0,0
CUST_001144,Michael Ramirez,099-40-9897,matthewchambers@example.com,RTYA75199198177551,94.51,742.0,1
CUST_001145,Karen Ward,311-93-4315,danielletorres@example.com,ITRF83859747765659,41349.99,597.0,0
CUST_001146,Brian Clark,608-60-7646,mcknightelizabeth@example.org,RPVP15692209490763,70113.71,,0
CUST_001147,Julie Mason,411-33-1702,matthewwong@example.net,DKUI77349431487225,41270.8,574.0,1
CUST_001148,Alan Rowe,768-75-5637,tburgess@example.com,UPJD68557395232855,70391.82,655.0,0
CUST_001149,Albert Garcia,411-76-7285,scotttiffany@example.net,LQDU66028413623347,34927.65,748.0,0
CUST_001150,Jennifer Martinez,027-25-9970,egarcia@example.com,SPXZ34185595083745,44958.56,779.0,0
CUST_001151,Joseph Edwards,101-51-2558,currymichael@example.org,LTVA01706794907869,62397.6,668.0,0
CUST_001152,John Gibson,137-69-8821,josephmiller@example.org,VRYZ96763536735589,20825.52,388.0,0
CUST_001153,Jared Chambers,231-41-7861,ealexander@example.net,HZLD39014309742749,7118.23,725.0,1
CUST_001154,William Perry,747-61-9688,jasmine12@example.net,IQAG00735658260825,74944.22,667.0,1
CUST_001155,Lauren Clarke,560-73-2405,lisa46@example.com,YQMN91122321425261,67031.54,332.0,0
CUST_001156,Pamela Horton,088286260,blopez@example.net,OIUU46532554411818,41929.6,798.0,0
CUST_001157,Michael Martin,077-34-8557,jamesmorris@example.org,KEBG88193768418471,65767.38,573.0,1
CUST_001158,Alexandra Fisher,681-62-7136,matajohn@example.com,DDFO28360308764770,7362.72,351.0,1
CUST_001159,Kelli Hoffman,673391688,ocervantes@example.org,MEXT50767162172048,7875.28,408.0,0
CUST_001160,Terrance Mullins,624-88-0335,qmueller@example.net,HVFM45649674199160,41966.7,819.0,0
CUST_001161,Ariel Sanders,558-19-9496,amarshall@example.com,BSXW70342519701815,11355.96,599.0,0
CUST_001162,Tanya Johnson,725-66-7463,laura80@example.org,IFDK31936252602216,11149.33,672.0,0
CUST_001163,Karen Morgan,260-49-9403,kelseymccarthy@example.org,THGY58384391065735,30889.11,306.0,0
CUST_001164,Alexandra Walker,828-98-9878,fgarcia@example.org,AFXC40128331955897,5935.16,681.0,0
CUST_001165,James Fernandez,238-98-9098,jason76@example.net,PWAG05687094124605,56367.07,842.0,0
CUST_001166,Mary Hall,082-82-7741,bradleyperez@example.com,IDYR76776006434597,30402.85,769.0,1
CUST_001167,Victoria Swanson,223-15-8871,ewingpaul@example.com,SZNX75745104848094,32914.69,310.0,0
CUST_001168,Eric Cole,297-87-5753,jpeterson@example.net,JFPB79959476111079,29824.64,468.0,0
CUST_001169,Michael Rice,358-95-6830,cameronnicholas@example.net,SZOE26934854039098,10896.88,359.0,1
CUST_001170,Julie Sherman,211-73-9257,othomas@example.com,XTFU61382687097777,72935.92,729.0,0
CUST_001171,Amanda Fernandez,669-22-4710,franklee@example.org,OSFX71107351289622,55573.66,652.0,0
CUST_001172,Gregg Anderson,350-57-8810,imorris@example.net,BZEG99344606069430,52372.28,756.0,0
CUST_001173,Gina Rodriguez,593818525,scottmichael@example.com,JCEQ53700644885487,32881.86,653.0,1
CUST_001174,Jillian Sanders,696-24-0689,jennifertapia@example.org,EQZA53764255078688,22265.62,337.0,0
CUST_001175,Karen Gillespie,532-64-3326,kingeric@example.com,DHCP01958663992879,38795.46,590.0,0
CUST_001176,Katie Ruiz,020-42-1288,whitetony@example.com,SLZN29179644160332,47494.26,323.0,0
CUST_001177,Mary Horton,057-35-6649,danderson@example.com,VCEA22017545416487,57948.91,732.0,1
CUST_001178,Pamela Carter,556-25-3305,berrynathan@example.com,UXAY15269744203607,46837.71,662.0,0
CUST_001179,Bernard Figueroa,545-44-8195,oliversteven@example.org,EHWR36806014579232,42718.86,305.0,0
CUST_001180,Justin Dunn,739-46-2070,jeremyhernandez@example.net,LBXD96797209251920,42202.59,846.0,0
CUST_001181,Daniel Munoz,455-11-4628,teresamckee@example.com,OAIS37958291585511,61038.48,443.0,0
CUST_001182,Timothy Young,072-23-4922,pluna@example.net,KOJW14248739626259,43468.86,669.0,0
CUST_001183,Sharon Cox,113-44-6654,jeffrey80@example.org,NWZO72443435497872,6464.77,735.0,1
CUST_001184,Kyle Barnes,363-62-3737,sperry@example.org,TSBY34804247960009,39232.3,831.0,0
CUST_001185,Debra Greer,061-13-5441,stevenrodriguez@example.net,MMWY22549203693091,74736.64,801.0,0
CUST_001186,Leroy Walker,338798643,shane42@example.org,DYOF26414756900184,36099.71,768.0,0
CUST_001187,Carla Turner,747-31-6598,alex32@example.net,SRUH59667715390226,15554.51,784.0,0
CUST_001188,Matthew Williams,291-23-4073,moralestrevor@example.org,SASB06476144278735,8466.84,718.0,0
CUST_001189,Scott Stevenson,688-76-3002,greg78@example.net,XWXB67549393439690,8389.54,612.0,1
CUST_001190,Mrs. Ashley White,301-98-7794,andrew98@example.com,HKOG38133073453302,10231.56,731.0,0
CUST_001191,Katherine Davis,366428755,lbrown@example.com,GWOF03350516023251,61343.94,800.0,0
CUST_001192,David Owen,037-63-8469,willismegan@example.net,UWBI22456411992551,35828.82,617.0,0
CUST_001193,Jenna Salinas,178-66-2154,robert06@example.org,LALW34941971575571,53862.53,435.0,0
CUST_001194,Ernest Hart,395-65-5874,dlarson@example.org,XNEC85635200761504,33405.14,633.0,0
CUST_001195,Karla Palmer,513-72-1609,benjaminlloyd@example.com,JGVG60809010146103,67468.45,647.0,0
CUST_001196,Lori Guerrero MD,410-98-9123,omarthompson@example.org,VDMH88168785185690,48266.7,469.0,0
CUST_001197,Jose Acosta,730-04-8741,brandonross@example.com,APEW72081472373564,41858.85,426.0,0
CUST_001198,Mr. Tony Gray,528936847,jwatson@example.com,QYTS95145498367146,56699.94,834.0,0
CUST_001199,Mario Gonzales,603-19-0267,taylorallison@example.com,YPDC64560595634318,70181.73,484.0,1
CUST_001200,Candace Perry,381-37-8971,anunez@example.org,NKYZ33777303167871,62838.27,754.0,0
CUST_001201,Krista Clark,867-64-6578,gyoung@example.com,EIVB25455005490809,36606.21,,0
CUST_001202,Christopher Parker,232038057,daniel99@example.net,EJMD63034383000914,28341.83,393.0,0
CUST_001203,Richard Welch,058012719,johnanderson@example.com,NKIN62897351896225,18794.37,391.0,0
CUST_001204,Katie Odonnell,345-09-6764,treynolds@example.net,BLMX77125158904182,72064.81,485.0,0
CUST_001205,Gabriel Wells,627429039,kevin20@example.org,ZDFG92788447909863,30668.12,631.0,0
CUST_001206,Darrell Jones,856158733,dominguezomar@example.com,FZIW82488631373714,17591.53,542.0,0
CUST_001207,Natasha Rivas,835-75-2052,melanie69@example.org,USZD41939606104718,4077.71,,0
CUST_001208,Tony Key,576-82-1697,alec51@example.net,JXPN88341034141318,68487.0,319.0,0
CUST_001209,Renee Orr,465-13-4849,erose@example.org,WHFK17904470856094,41380.41,428.0,0
CUST_001210,Alyssa Lewis,461-34-4232,osmith@example.org,GDIZ56457227579407,14861.0,445.0,0
CUST_001211,Joanne Hall,067-90-9119,baileysara@example.com,TDWH69412641060326,31493.31,762.0,0
CUST_001212,Dylan Brown,452-38-8537,tmarshall@example.net,HCVB10896546125360,48805.94,471.0,0
CUST_001213,Tammy Bryant DDS,772-10-7283,wherring@example.org,MYUU98948481703610,62881.32,689.0,1
CUST_001214,Wendy Ramirez,025-22-1521,justin15@example.com,UPKS49330781117196,20739.0,465.0,0
CUST_001215,Allison Clark,240-47-3995,walterkatherine@example.com,SNOI33384965523917,8784.76,443.0,0
CUST_001216,Keith Turner,438-89-2536,william23@example.net,TWZS92665361977317,37613.93,625.0,1
CUST_001217,Rachel Kline,494-78-6399,bpineda@example.org,ZRLQ65392768714134,52935.43,579.0,0
CUST_001218,Laurie Salazar,898-48-4309,nturner@example.net,LLRU17357921162506,44763.28,316.0,1
CUST_001219,Victoria Sanders,766-75-2473,marco90@example.com,RWTO01455703934271,-176.92,309.0,0
CUST_001220,David King,790968426,taylorchristopher@example.org,ATFM00011015616197,57066.13,383.0,0
CUST_001221,Timothy Jones,271-86-4300,snyderpamela@example.com,ABVX88238469908672,62322.33,755.0,0
CUST_001222,Brad Acosta,408371992,ocruz@example.net,UHUN55619221882206,26526.41,481.0,0
CUST_001223,Ryan Hamilton,016-32-2415,kimberlyestrada@example.net,UWHA23641693683599,27471.29,,0
CUST_001224,Ryan Bradley,866-22-3056,jackson96@example.com,SXHV25282671269379,69065.6,666.0,0
CUST_001225,Larry Stone,329-72-8187,,IJVQ43686811143306,16196.65,805.0,1
CUST_001226,Deborah Price,242-60-2758,gutierrezolivia@example.com,WLTV06278790259120,45255.04,307.0,0
CUST_001227,Katherine Hammond,739-59-9360,carolynhoward@example.com,MXAG23584180295599,42467.22,805.0,0
CUST_001228,Joseph Hernandez,364-51-7587,kgarcia@example.com,SKYL19247411173670,45024.43,479.0,0
CUST_001229,Wendy Hansen,524-60-3657,laurenwilliams@example.com,RJXF33008056308292,42527.7,533.0,1
CUST_001230,Austin Cole,024714833,amyking@example.net,VWQQ31273654852207,1245.37,845.0,0
CUST_001231,Alicia Krueger,083-05-8410,montgomeryhaley@example.com,CNVW27963651295551,31747.14,353.0,0
CUST_001232,Kendra Smith,195-86-4452,nataliebowman@example.org,WEEN23003607223502,8689.69,830.0,0
CUST_001233,Rachel Salazar,857-72-7721,albert30@example.com,OKZG91692809166316,16453.39,584.0,1
CUST_001234,Ariel Daniel,098-63-6672,douglas62@example.net,LIIC06166497008445,24770.29,325.0,1
CUST_001235,Christopher Rivera,164904007,deanmcguire@example.net,ASEJ11505096996131,68733.14,501.0,0
CUST_001236,Amber Rodriguez,119-43-2608,luis62@example.com,BKQR37743540476253,35737.46,324.0,0
CUST_001237,Heather Barrera,817-65-0115,iwilson@example.com,OWRR82603174890304,7641.97,544.0,1
CUST_001238,Jeremy Greene,874-12-1753,kristenmayo@example.net,CZJE29355459205596,17374.15,374.0,0
CUST_001239,Laura Buck,040-97-1787,donna22@example.org,HAWJ57627451160895,43209.55,387.0,1
CUST_001240,Laurie Griffith,008-88-8124,peter11@example.net,YGGM89600834761289,51848.96,430.0,0
CUST_001241,Megan Khan,150-66-5989,ghunt@example.net,HXST79927156033878,32103.84,404.0,0
CUST_001242,Veronica Atkinson,746844870,larry44@example.com,YYIY39763090073794,6735.18,720.0,0
CUST_001243,Robert Green,350-75-8445,samanthablack@example.net,DBOM92626543475916,28485.96,738.0,0
CUST_001244,Rebecca Jones,489685070,vickiebyrd@example.com,UWSX07996585783756,58611.15,764.0,0
CUST_001245,Brittany Gonzalez,729-65-5269,alexander36@example.net,WGBO17761350078836,53354.1,498.0,1
CUST_001246,Michelle Lamb,292807381,josevaughn@example.org,STKE85023126532735,35845.65,755.0,0
CUST_001247,Victoria Williams,153-05-0671,qwilson@example.org,EEHI77146950935555,43631.43,825.0,1
CUST_001248,Nicholas Floyd,863-54-5324,kimrichard@example.org,GNJI59476121893912,58049.92,450.0,0
CUST_001249,Todd Carpenter,053-17-6683,janicepatterson@example.com,FERU30564468530455,38584.88,448.0,0
CUST_001250,Christopher Harmon,251529267,jle@example.com,PPYR94332763990460,31365.62,500.0,1
CUST_001251,Sydney Johnson,739-09-5584,thompsonbrian@example.net,SAFV22097550617906,13796.35,787.0,0
CUST_001252,Madison Combs,759-77-2582,nlogan@example.org,GIJT07697216218333,43170.01,643.0,0
CUST_001253,Douglas Gibson,056-41-4688,travis88@example.com,DAKH07122600822837,59083.95,343.0,0
CUST_001254,Michael Diaz,594-42-2251,travis09@example.com,ZFRE06322801269804,34723.53,518.0,0
CUST_001255,Terrance Green MD,830909929,robert77@example.com,WAUN47245257378747,55376.14,,0
CUST_001256,Robert Thomas,411-88-1167,cscott@example.org,YBNC29889728426809,26520.44,417.0,0
CUST_001257,John Berg,859-48-1051,stevenmills@example.org,AKGP18605668803166,26673.15,330.0,0
CUST_001258,Deborah Smith,451-01-1942,,FYYI28535416019919,12658.48,551.0,0
CUST_001259,Lauren Dennis,612-49-7423,deborahcarter@example.org,VMPD52077107404336,1085.03,440.0,0
CUST_001260,Charles Ortega,579-61-2679,jacquelinewilliamson@example.org,VBKC10900701785020,22532.96,545.0,0
CUST_001261,Victoria Goodman,261-98-2737,edward94@example.net,CAVF97599747539659,59826.22,744.0,0
CUST_001262,Victoria Saunders,890-57-6943,xfigueroa@example.net,UFBJ16415374051337,59514.81,496.0,0
CUST_001263,Nathaniel Black,081-36-4471,robertsonjason@example.com,TOMR16085571749058,47528.79,347.0,0
CUST_001264,Phillip Stewart,452-95-9686,davisdarryl@example.net,QMFJ05744509998632,10716.8,553.0,0
CUST_001265,Kenneth Wilson,682-27-0858,mcummings@example.net,BWQL18466898593213,72613.02,800.0,0
CUST_001266,Carla Andrews,891-62-8980,higginsdonald@example.org,IWRA02264259720554,4397.91,820.0,0
CUST_001267,Mr. David Wells,814-24-1321,russell72@example.com,YZJP49847460429371,38676.37,483.0,0
CUST_001268,Kelly Shepard MD,286-43-8401,nicole41@example.org,KRBZ45292676988979,36856.8,574.0,0
CUST_001269,Steven Black,028-15-2510,mckenzie84@example.com,IADT29360596275193,15143.57,507.0,0
CUST_001270,Gabriela King,031413803,graydavid@example.org,PTHN56115686223070,27969.76,460.0,1
CUST_001271,Scott Marsh,108-17-1254,amysmith@example.net,OUJH30372718624475,5844.13,755.0,0
CUST_001272,Gabriel Whitaker,082-67-0471,courtneypierce@example.net,FRPR06615459858663,24896.24,761.0,0
CUST_001273,Casey Mason,161-89-8727,shane05@example.org,FKEC28866905946998,28369.0,483.0,0
CUST_001274,Veronica Martinez,454-96-7874,itaylor@example.net,BHCV32988712320366,21736.1,813.0,0
CUST_001275,Jessica Miller,762-01-6664,elizabethperez@example.org,VYKF72876032087783,6929.89,373.0,0
CUST_001276,Joseph Thornton,482-28-0998,kimberlywalker@example.net,IUUL57356232770045,18376.79,581.0,0
CUST_001277,Rachel Sutton,593-58-7507,carterdalton@example.com,VEFR57042402555468,53571.99,567.0,0
CUST_001278,Tammy Baker,688-56-8184,jareddawson@example.net,RRCL96467386569044,29987.74,,0
CUST_001279,Lauren Watkins,863-36-2616,fhill@example.com,CWFJ89558770062394,74190.23,452.0,0
CUST_001280,Dr. James Stephens II,435-71-0874,patricia81@example.org,AURT53012033980138,17146.1,779.0,0
CUST_001281,Julia Bolton,391-47-9964,xkeller@example.com,RVAD53374356702772,13682.41,727.0,0
CUST_001282,Michael Miller,118-39-8421,nancy41@example.net,WSVJ57595995505536,43101.89,431.0,0
CUST_001283,Michelle Davis,853-48-8052,jennifer52@example.org,HTLF52520788216511,26277.01,530.0,0
CUST_001284,Heidi Garrison,177931501,joannmitchell@example.com,ZGBZ27694730882403,40089.1,633.0,0
CUST_001285,Mary Gomez,586-41-9552,zimmermanjustin@example.com,AXWF93634094121805,73281.87,638.0,0
CUST_001286,Jonathan Richardson,071263512,dholt@example.com,TICE32546018911343,29011.88,690.0,0
CUST_001287,Amanda Roberts DVM,574-05-2667,hawkinsdeanna@example.net,RNCF73421120291381,7702.2,762.0,0
CUST_001288,Cheryl Long,576-94-3390,ramosedward@example.com,CSMV64523191990821,12911.53,800.0,0
CUST_001289,Robert Johnson,245-93-3375,andrewclay@example.org,UMPB41710389191874,15044.87,598.0,0
CUST_001290,Brittany Zimmerman,669-59-2491,charlesbennett@example.net,IZIS56071487650775,12472.84,720.0,0
CUST_001291,James Murray,014-45-9729,richard96@example.com,GDMA37811057039963,55607.28,698.0,1
CUST_001292,Ana Douglas,573-54-3243,ianevans@example.org,VTHW23370071580097,32131.15,786.0,0
CUST_001293,Sara Vasquez,146685326,,ZYMK87448883923759,53616.29,769.0,0
CUST_001294,Susan Kelley,501-26-6495,dustinallen@example.org,XILK13919603482367,29642.39,552.0,0
CUST_001295,John Davis,040-52-3736,ellismichael@example.org,BIWH64758466486741,42998.02,393.0,0
CUST_001296,Joshua Mann,729-28-6214,jonesamber@example.org,SOPM01458408114415,53229.42,604.0,0
CUST_001297,Susan Thompson,408-65-4044,qhunter@example.org,DJMA36118926055546,13058.15,742.0,0
CUST_001298,Sarah Davis DVM,659-18-2494,orowe@example.net,POCI03445459566003,29213.12,344.0,0
CUST_001299,Richard Lee,031-92-9906,russellsamantha@example.com,MZSP42173683850957,21537.66,368.0,0
CUST_001300,Jason Cochran,585-43-9444,nancy14@example.org,BRDC36403484843770,74425.42,424.0,1
CUST_001301,Adam Smith,425961096,tharris@example.com,TLIJ96695421756275,24113.99,761.0,0
CUST_001302,Michelle Mcdaniel,700-06-0869,wallacesteven@example.org,SVZJ59235163832648,47734.43,772.0,0
CUST_001303,Michael Walsh,820-32-5135,kim83@example.net,EVWT45761304948414,310.67,417.0,0
